about1,about2,about_family,age2,birth1,birth2,birth3,birth4,body1,body2,brothers,caste1,caste2,city2,college,complexion1,complexion2,created_for,degree,details,drinking1,drinking2,eating1,eating2,education2,employed1,employed2,family_type1,family_type2,father,fields,gotra,have_children,height1,height2,horoscope,income1,income2,last_login,living,manglik1,manglik2,marital_status1,marital_status2,mother,mother1,mother2,nakshatra,occupation,profileID,raasi,religion1,religion2,sisters,smoking1,smoking2,special1,special2,status1,status2,subcaste,url,values1,values2,weight1,weight2
,I want my dream partner to be one who is my trust.She must be be one who is embodiment of love.My dream partner should be one whom i can love to the point of worship.,,,04 Oct 1961,,India,,,,,Brahmin,,,,,,Self,Ph.D. (Doctorate),"52 yrs, 5ft 5in,<br />
					
					
													
						Brahmin,
					
					
													
						Hindu, 
						
					
						
						Hindi ,<br />
																							
					
					
					
				
					
							Ph.D. (Doctorate), 				
					
						  	
					
					Education/ Training, <br />
					 
					
					Jammu,
					 India",,,,,Doesn't Matter,,,,,,,,No,5ft 5in,,No,Unspecified Don't wish to specify,,"
						11 Nov 2013",,Do Not Know,,Divorced,Never Married,,Hindi,Hindi,,Education/ Training,jamm181539,,Hindu,Hindu,,,,,,,,,,,,,
,,,38 to 49,08 Aug 1961,,India,Hyderabad,Athletic,Doesn't Matter,,Velama,,,,Whetish Medium ,Doesn't Matter,Self,BE B.Tech (Engineering),"52 yrs, 5ft 11in,<br />
					
					
													
						Velama,
					
					
													
						Hindu, 
						
					
						
						Telugu ,<br />
																							
					
					
					
				
					
							BE B.Tech (Engineering), 				
					
						  	
					
					Business Owner / Entrepreneur, <br />
					 
					
					Hyderabad,
					 India",Occasionally,Doesn't Matter,Non Vegetarian,Doesn't Matter,Doesn't Matter,,,Nuclear,Doesn't Matter,,,,Yes,5ft 11in,5ft 2in to 5ft 9in,,INR 4 lakhs to 5 lakhs,,"
						09 May 2013",,Do Not Know,Do Not Know,Divorced,Doesn't Matter,,Telugu,Telugu,,Business Owner / Entrepreneur,hydm1346730,Gemini,Hindu,,,Moderate,No,None,None,Upper Middle Class,Doesn't Matter,,,Moderate,Doesn't Matter,63 Kgs,50 to 70 [Kgs]
,,,,16 Jul 1962,,India,,,,,Viswabrahmin,,,,,,Friend,BE B.Tech (Engineering),"51 yrs, 5ft 6in,<br />
					
					
													
						Viswabrahmin,
					
					
													
						Hindu, 
						
					
						
						Telugu ,<br />
																							
					
					
					
				
					
							BE B.Tech (Engineering), 				
					
						  	
					
					IT, <br />
					 
					
					Vishakhapatnam,
					 India",,,,,,,,,,,,,Yes,5ft 6in,,,Unspecified Don't wish to specify,,"
						27 Oct 2013",,Do Not Know,,Divorced,,,Telugu,,,IT,vism651552,,Hindu,,,,,,,,,,,,,,
,,,43 to 49,15 Mar 1955,,India,,,,,Brahmin,Brahmin,,,,,Self,B.Com (Commerce),"58 yrs, 5ft 3in,<br />
					
					
													
						Brahmin,
					
					
													
						Hindu, 
						
					
						
						Marathi ,<br />
																							
					
					
					
				
					
							B.Com (Commerce), 				
					
						  	
					
					Non Working, <br />
					 
					
					Nagpur,
					 India",No,No,Vegetarian,Vegetarian,,,,Doesn't Matter,,,,,Yes,5ft 3in,,No,Unspecified Don't wish to specify,,"
						10 Aug 2013",,Do Not Know,No,Widowed,Widowed,,Marathi,Marathi,,Non Working,nagm237445,,Hindu,Hindu,,Yes,No,,,Middle Class,,Deshastha,,,Traditional,,
,,tell you later.,,12 Oct 1950,,South Africa,Others,Average,,,Others,,,,Wheatish ,,Self,10th,"63 yrs, 5ft 8in,<br />
					
					
													
						Others,
					
					
													
						Muslim, 
						
					
						
						English ,<br />
																							
					
					
					
				
					
							10th, 				
					
						  	
					
					Sales/ Business Development, <br />
					 
					
					South Africa",No,,Non Vegetarian,,,Private Sector,,Nuclear,,,,,Yes,5ft 8in,,,Unspecified Don't wish to specify,,"
						06 Nov 2013",,,,Widowed,,,English,,,Sales/ Business Development,smooth_in,,Muslim,,,No,,None,,Middle Class,,Muslim - Memon,,Moderate,,,
,,,,28 Jun 1959,,India,,,,,Brahmin,,,,,,Son,CA (Chartered Accountant),"54 yrs, 5ft 6in,<br />
					
					
													
						Brahmin,
					
					
													
						Hindu, 
						
					
						
						Tamil ,<br />
																							
					
					
					
				
					
							CA (Chartered Accountant), 				
					
						  	
					
					Advertising/ Entertainment/ Media, <br />
					 
					
					Chennai,
					 India",,,,,,,,,,,,,Yes,5ft 6in,,,Unspecified Don't wish to specify,,"
						25 Oct 2013",,Do Not Know,,Divorced,,,Tamil,,,Advertising/ Entertainment/ Media,chem785691,,Hindu,,,,,,,,,,,,,,
,,,,01 May 1959,,Sudan,,,,,Sunni,,,,,,Friend,Other School/ Graduation,"54 yrs, 5ft 2in,<br />
					
					
													
						Sunni,
					
					
													
						Muslim, 
						
					
						
						Hindi ,<br />
																							
					
					
					
				
					
							Other School/ Graduation, 				
					
						  	
					
					Finance and Accounts, <br />
					 
					
					Others,
					 Sudan",,,,,,,,,,,,,No,5ft 2in,,,Unspecified Don't wish to specify,,"
						03 Nov 2013",,,,Divorced,,,Hindi,,,Finance and Accounts,othm121774,,Muslim,,,,,,,,,,,,,,
,Idont care abaut  beauty ilike from a good family can stay with me as far  im living .english girl better  .Should be fair modrate That much itell you should be honist thanks,,30 to 40,14 Aug 1962,,India,,Doesn't Matter,,,Protestant,,Bangalore,,Doesn't Matter,,Self,B.Com (Commerce),"51 yrs, 5ft 7in,<br />
					
					
													
						Protestant,
					
					
													
						Christian, 
						
					
						
						Hindi ,<br />
																							
					
					
					
				
					
							B.Com (Commerce), 				
					
						  	
					
					Finance and Accounts, <br />
					 
					
					Bangalore,
					 India",,,,,,,,,,,,,No,5ft 7in,5ft 2in to 5ft 5in,,Unspecified Don't wish to specify,,"
						31 Oct 2013",,Do Not Know,,Never Married,Never Married,,Hindi,Hindi,,Finance and Accounts,banm242657,,Christian,Christian,,,,,,,,,,,,,
,,,,02 Feb 1954,,United States of America,,,,,Others,,,,,,Self,Other Diploma,"59 yrs, 5ft 10in,<br />
					
					
													
						Others,
					
					
													
						Christian, 
						
					
																							
					
					
					
				
					
							Other Diploma, 				
					
						  	
					
					Admin/Secretarial, <br />
					 
					
					New York,
					 United States of America",,,,,,,,,,,,,Yes,5ft 10in,,,Unspecified Don't wish to specify,,"
						22 Oct 2013",,,,Divorced,,,,,,Admin/Secretarial,newm877196,,Christian,,,,,,,,,Christian - Born Again,,,,,
,,,33 to 60,21 Jun 1958,,Pakistan,Others,Average,,,Sia,,,,Whetish Medium ,,Self,B.Com (Commerce),"55 yrs, 5ft 10in,<br />
					
					
													
						Sia,
					
					
													
						Muslim, 
						
					
						
						Urdu ,<br />
																							
					
					
					
				
					
							B.Com (Commerce), 				
					
						  	
					
					Admin/Secretarial, <br />
					 
					
					Others,
					 Pakistan",Occasionally,,Jain,,,,,Others,,,,,No,5ft 10in,,,Unspecified Don't wish to specify,,"
						03 Nov 2013",,No,,Divorced,Doesn't Matter,,Urdu,Hindi,,Admin/Secretarial,othm109219,,Muslim,Muslim,,Yes,,None,,Middle Class,,,,Moderate,,178 Pounds,
,,,32 to 46,25 May 1961,,India,,Average,Average,,Shewetamber,,,,Fair ,Fair,Friend,CA (Chartered Accountant),"52 yrs, 5ft 5in,<br />
					
					
													
						Shewetamber,
					
					
													
						Jain, 
						
					
						
						Hindi ,<br />
																							
					
					
					
				
					
							CA (Chartered Accountant), 				
					
						  	
					
					Banking, Insurance &amp; Financial Services, <br />
					 
					
					Pune,
					 India",,,,,Other Diploma,,,,,,,,Yes,5ft 5in,5ft 1in to 5ft 4in,,Unspecified Don't wish to specify,,"
						10 Aug 2013",,No,,Widowed,Doesn't Matter,,Hindi,Hindi,,"Banking, Insurance &amp; Financial Services",punm215040,,Jain,Jain,,,,None,None,,,,,,,,
,,,18 to 20,03 Apr 1960,04:00:00,India,Delhi,Average,Average,,Arora,,,,Fair ,Fair,Self,BE B.Tech (Engineering),"53 yrs, 5ft 6in,<br />
					
					
													
						Arora,
					
					
													
						Hindu, 
						
					
						
						Hindi ,<br />
																							
					
					
					
				
					
							BE B.Tech (Engineering), 				
					
						  	
					
					Business Owner / Entrepreneur, <br />
					 
					
					India",Occasionally,Doesn't Matter,Non Vegetarian,Doesn't Matter,Doesn't Matter,Others,,Others,Doesn't Matter,,,,No,5ft 6in,5ft 3in to 5ft 4in,No,INR 7 lakhs to 10 lakhs,,"
						11 Nov 2013",,No,No,Divorced,Never Married,,Hindi,Doesn't Matter,,Business Owner / Entrepreneur,sarora_3,,Hindu,,,No,No,None,Doesn't Matter,Upper Middle Class,Doesn't Matter,,,Liberal,Doesn't Matter,70 Kgs,
,,,29 to 46,17 Sep 1952,,United States of America,Pennsylvania,Average,Average,,Brahmin,,,,Very Fair ,Doesn't Matter,Self,B.A. (Arts),"61 yrs, 5ft 11in,<br />
					
					
													
						Brahmin,
					
					
													
						Hindu, 
						
					
						
						English ,<br />
																							
					
					
					
				
					
							B.A. (Arts), 				
					
						  	
					
					Others, <br />
					 
					
					California,
					 United States of America",Occasionally,Occasionally,Vegetarian With Eggs,Vegetarian With Eggs,Doesn't Matter,Private Sector,,Nuclear,Doesn't Matter,,,,No,5ft 11in,5ft to 5ft 9in,,US$ 50 thousand to  1 lakh,,"
						11 Nov 2013",,Do Not Know,,Divorced,Divorced,,English,English,,Others,calm904737,,Hindu,Hindu,,No,No,None,None,Middle Class,Doesn't Matter,,,Liberal,Moderate,195 Pounds,
,,,20 to 35,03 Oct 1957,,,,Heavy,,,Sunni,,,Agra University,Fair ,,Son,B.A. (Arts),"56 yrs, 7ft,<br />
					
					
													
						Sunni,
					
					
													
						Muslim, 
						
					
						
						Urdu ,<br />
																							
					
					
					
				
					
							B.A. (Arts), 				
					
						  	
					
					Admin/Secretarial, <br />
					 
					
					Agartala,
					 India",No,,Non Vegetarian,,,MNC,,,,,Anthropology,,Yes,7ft,4ft 10in to 6ft,,INR Under 50 thousand,,"
						05 Jun 2013",,,,Widowed,Never Married,,Urdu,Doesn't Matter,,Admin/Secretarial,SMM1502459,,Muslim,Muslim,,No,,None,,,,Muslim-Sunni others,,,,,
,,,50 to 55,03 Dec 1955,,,,,,,Catholic,,,,Fair ,,Self,10th,"57 yrs, 5ft 4in,<br />
					
					
													
						Catholic,
					
					
													
						Christian, 
						
					
						
						Malayalam ,<br />
																							
					
					
					
				
					
							10th, 				
					
						  	
					 
					
					Bahrain",No,,Non Vegetarian,,,Others,,,,,,,Yes,5ft 4in,5ft to 5ft 4in,,INR Don't wish to specify,,"
						25 Jan 2013",,,,Divorced,Doesn't Matter,,Malayalam,Doesn't Matter,,,SMM1581508,,Christian,,,No,,None,,,,Christian - Roman Catholic,,,,,
,,,35 to 45,08 Jan 1957,,India,Rest of Andhra Pradesh,Average,Average,,Telugu,,Rest of Andhra Pradesh,,Fair ,Fair,Friend,B.Com (Commerce),"56 yrs, 5ft 7in,<br />
					
					
													
						Telugu,
					
					
													
						Hindu, 
						
					
						
						Telugu ,<br />
																							
					
					
					
				
					
							B.Com (Commerce), 				
					
						  	
					
					Marketing and Communications, <br />
					 
					
					Rest of Tamil Nadu,
					 India",No,No,Non Vegetarian,Doesn't Matter,,State Government,,Joint family only mother,,,,,No,5ft 7in,5ft 4in to 5ft 7in,,INR 2 lakhs to 3 lakhs,,"
						28 Oct 2013",,Do Not Know,,Never Married,Divorced,,Telugu,Telugu,,Marketing and Communications,tamm378537,,Hindu,Hindu,,No,No,None,None,Middle Class,Doesn't Matter,,,Liberal,Doesn't Matter,65 Kgs,55 to 65 [Kgs]
,,,,15 Jul 1962,06:09:00,United Kingdom,Jhunjhunun,,,,Others,,,,,,Self,10th,"51 yrs, 5ft 2in,<br />
					
					
													
						Others,
					
					
													
						Muslim, 
						
					
																							
					
					
					
				
					
							10th, 				
					
						  	
					
					Civil Services / Law Enforcement, <br />
					 
					
					Others,
					 United Kingdom",,,,,,,,,,,,,No,5ft 2in,,,POUND 10 lakhs  to 15 lakhs,,"
						23 Oct 2013",,,,Never Married,,,,,,Civil Services / Law Enforcement,othm818671,,Muslim,,,,,,,,,Muslim - Shafi,,,,,
,,,35 to 52,07 Sep 1956,02:20:00,India,,Average,,,Lingayath,Lingayath,,"Visveswaraiah Technological University, Karnataka",Wheatish ,,Self,B.Pharm (Pharmacy),"57 yrs, 5ft 5in,<br />
					
					
													
						Lingayath,
					
					
													
						Hindu, 
						
					
						
						Kannada ,<br />
																							
					
					
					
				
					
							B.Pharm (Pharmacy), 				
					
						  	
					
					IT, <br />
					 
					
					Bangalore,
					 India",No,,Vegetarian,,,MNC,,,,,Pharmacy,,No,5ft 5in,5ft to 5ft 5in,Yes,INR 4 lakhs to 5 lakhs,,"
						11 Dec 2012",,No,No,Never Married,Never Married,,Kannada,Kannada,Jyesta/ Kettai,IT,SMF1502781,Scorpio,Hindu,Hindu,,No,,None,,,,Hatgar,,,,67 Kgs,
,,,18 to 20,02 Feb 1960,,India,Delhi,Average,Doesn't Matter,,,,,,Fair ,Doesn't Matter,Self,CA (Chartered Accountant),"53 yrs, 5ft 8in,<br />
					
					
					
					
													
						Muslim, 
						
					
						
						Urdu ,<br />
																							
					
					
					
				
					
							CA (Chartered Accountant), 				
					
						  	
					
					Banking, Insurance &amp; Financial Services, <br />
					 
					
					Delhi,
					 India",No,Doesn't Matter,Non Vegetarian,Doesn't Matter,Doesn't Matter,MNC,,Nuclear,Doesn't Matter,,,,Yes,5ft 8in,Doesn't Matter to 5ft 2in,,INR Respectable Amount,,"
						04 Nov 2013",,Do Not Know,,Married,Doesn't Matter,,Urdu,Doesn't Matter,,"Banking, Insurance &amp; Financial Services",arshad67_in,,Muslim,Muslim,,No,Doesn't Matter,None,Doesn't Matter,High Class,Doesn't Matter,,,Moderate,Doesn't Matter,,
,,,,11 May 1958,,India,,,,,Brahmin,,,,,,Friend,10th,"55 yrs, 5ft 5in,<br />
					
					
													
						Brahmin,
					
					
													
						Hindu, 
						
					
						
						Hindi ,<br />
																							
					
					
					
				
					
							10th, 				
					
						  	
					
					Admin/Secretarial, <br />
					 
					
					Mumbai,
					 India",,,,,,,,,,,,,No,5ft 5in,,No,Unspecified Don't wish to specify,,"
						31 Oct 2013",,Do Not Know,,Divorced,,,Hindi,,,Admin/Secretarial,mumm163535,,Hindu,,,,,,,,,,,,,,
,,,,03 Jul 1948,,Saudi Arabia,,,,,Sunni,,,,,,Self,Other School/ Graduation,"65 yrs, 5ft 6in,<br />
					
					
													
						Sunni,
					
					
													
						Muslim, 
						
					
																							
					
					
					
				
					
							Other School/ Graduation, 				
					
						  	
					
					Architecture &amp; Design, <br />
					 
					
					Others,
					 Saudi Arabia",,,,,,,,,,,,,No,5ft 6in,,,Unspecified Don't wish to specify,,"
						25 Oct 2013",,,,Married,,,,,,Architecture &amp; Design,othm651768,,Muslim,,,,,,,,,,,,,,
,,,,30 Apr 1958,09:03:00,India,Delhi,,,,,,,,,,Friend,M.Tech,"55 yrs, 5ft 7in,<br />
					
					
					
					
													
						Hindu, 
						
					
						
						Hindi ,<br />
																							
					
					
					
				
					
							M.Tech, 				
					
						  	
					
					Science, <br />
					 
					
					Delhi,
					 India",,,,,,,,,,,,,Yes,5ft 7in,,,Unspecified Don't wish to specify,,"
						27 Oct 2013",,Do Not Know,,Widowed,,,Hindi,,,Science,delm457632,,Hindu,,,,,,,,,,,,,,
,good character lady spinster or widow or divorcee who liked my prfile preference will be given to educted in law degree but not a compulsory requirement,,1 to 111,02 May 1956,23:01:00,India,Vishakhapatnam,Doesn't Matter,,,Padmasali,,Others,,Doesn't Matter,,Self,ML/LLM (Law),"57 yrs, 5ft 8in,<br />
					
					
													
						Padmasali,
					
					
													
						Hindu, 
						
					
						
						Telugu ,<br />
																							
					
					
					
				
					
							ML/LLM (Law), 				
					
						  	
					
					Government Employee, <br />
					 
					
					Rest of Andhra Pradesh,
					 India",,,,,,,,,,,,,No,5ft 8in,5ft 2in to 5ft 5in,,Unspecified Don't wish to specify,,"
						27 Oct 2013",,Do Not Know,Do Not Know,Widowed,Divorced,,Telugu,Others,,Government Employee,anpm418105,Capricorn,Hindu,,,,,,,,,,,,,,
,,,,27 May 1956,,India,,,,,Sunni,,,,,,Self,PGDBM,"57 yrs, 5ft 1in,<br />
					
					
													
						Sunni,
					
					
													
						Muslim, 
						
					
																							
					
					
					
				
					
							PGDBM, 				
					
						  	
					
					Management / Corporate Professionals, <br />
					 
					
					Rest of Andhra Pradesh,
					 India",,,,,,,,,,,,,No,5ft 1in,,,Unspecified Don't wish to specify,,"
						26 Oct 2013",,,,Divorced,,,,,,Management / Corporate Professionals,anpm524608,,Muslim,,,,,,,,,,,,,,
,,,,01 Jan 1960,,Saudi Arabia,,,,,Sunni,,,,,,Self,Others,"53 yrs, 5ft 7in,<br />
					
					
													
						Sunni,
					
					
													
						Muslim, 
						
					
																							
					
					
					
				
					
							Others, 				
					
						  	
					
					Business Owner / Entrepreneur, <br />
					 
					
					Others,
					 Saudi Arabia",,,,,,,,,,,,,No,5ft 7in,,,Unspecified Don't wish to specify,,"
						27 Oct 2013",,,,Married,,,,,,Business Owner / Entrepreneur,othm414401,,Muslim,,,,,,,,,,,,,,
,,,35 to 50,12 Apr 1958,,India,,Athletic,Average,,Agarwal,,,,Very Fair ,Doesn't Matter,Friend,B.Com (Commerce),"55 yrs, 5ft 7in,<br />
					
					
													
						Agarwal,
					
					
													
						Hindu, 
						
					
						
						Rajasthani ,<br />
																							
					
					
					
				
					
							B.Com (Commerce), 				
					
						  	
					
					Marketing and Communications, <br />
					 
					
					Pune,
					 India",Occasionally,,Doesn't Matter,,,,,,,,,,Yes,5ft 7in,5ft to 5ft 11in,,Unspecified Don't wish to specify,,"
						02 Aug 2013",,Do Not Know,Do Not Know,Divorced,Doesn't Matter,,Rajasthani,Doesn't Matter,,Marketing and Communications,punm554826,,Hindu,,,Doesn't Matter,,None,None,Doesn't Matter,,,,,Doesn't Matter,65 Kgs,41 to 80 [Kgs]
,,,35 to 60,29 Dec 1958,,,,Average,,,Sikh - Jat,Sikh - Jat,Patiala,Punjab University,Fair ,,Self,B.A. (Arts),"54 yrs, 5ft 11in,<br />
					
					
													
						Sikh - Jat,
					
					
													
						Sikh, 
						
					
						
						Punjabi ,<br />
																							
					
					
					
				
					
							B.A. (Arts), 				
					
						  	
					 
					
					Patiala,
					 India",Occasionally,,Non Vegetarian,,,Not Working,,,,,Language- English,,Yes,5ft 11in,5ft 4in to 6ft,,,,"
						21 Feb 2013",,,,Divorced,Divorced,,Punjabi,Punjabi,,,SMM1568666,,Sikh,Sikh,,No,,None,,,,,,,,,
,,,44 to 54,18 Oct 1957,,Australia,,Average,Doesn't Matter,,,,,,Fair ,Doesn't Matter,Self,M.Com. (Commerce),"56 yrs, 5ft 10in,<br />
					
					
					
					
													
						Others, 
						
					
																							
					
					
					
				
					
							M.Com. (Commerce), 				
					
						  	
					
					Banking, Insurance &amp; Financial Services, <br />
					 
					
					Sydney,
					 Australia",Occasionally,Occasionally,Non Vegetarian,Doesn't Matter,Doesn't Matter,Central Government,,Nuclear,Doesn't Matter,,,,No,5ft 10in,5ft 6in to 5ft 10in,,US$ Don't wish to specify,,"
						31 Aug 2013",,Do Not Know,,Divorced,Doesn't Matter,,Others,,,"Banking, Insurance &amp; Financial Services",gctm1335522,,Others,,,No,No,None,None,Upper Middle Class,Doesn't Matter,,,Liberal,Liberal,,
